StudentName,Lecture,FileName,ErrorMessage,シンボル,シンボルの種類,ワードA,ワードAの種類,ワードB,ワードBの種類,ワードC,ワードCの種類,発生時刻,修正時刻,修正時間,isWorking,複合数,同時修正数,CT(sec),GeneRef
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","frame",変数,,,,,,,2013/10/03 18:24:35,2013/10/03 18:25:07,0:00:08,true,3,2,8,false
NA,NA,NA,NA,SyncServer.java,"式の開始が不正です",,,,,,,,,2013/10/09 10:21:59,2013/10/09 10:22:05,0:00:05,true,1,1,5,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","roomNum",変数,,,,,,,2013/10/09 13:18:57,2013/10/09 13:19:09,0:00:12,true,1,1,12,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","DISPOSE_ON_CLOSE",変数,,,,,,,2013/10/03 13:38:24,2013/10/03 13:41:32,0:00:43,true,4,7,43,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:38:24,2013/10/03 13:41:32,0:00:43,true,4,7,43,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","getContentPane()",メソッド,,,,,,,2013/10/03 13:38:24,2013/10/03 13:41:32,0:00:43,true,4,7,43,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません",,,,,,,,,2013/10/03 13:38:24,2013/10/03 13:41:32,0:00:43,true,4,7,43,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","setDefaultCloseOperation(int)",メソッド,,,,,,,2013/10/03 13:40:57,2013/10/03 13:41:32,0:00:04,true,7,7,4,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:40:57,2013/10/03 13:41:32,0:00:04,true,7,7,4,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","setTitle(java.lang.String)",メソッド,,,,,,,2013/10/03 13:40:57,2013/10/03 13:41:32,0:00:04,true,7,7,4,false
